path,label,image_score,anchor_score,reconstruction_score,bottleneck_divergence,pixel_aggregated_score,patch_divergence_aggregated,fused_score
d:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00020_97.png,0,0.33869823813438416,0.33869823813438416,0.2696784436702728,0.8271963000297546,3.4541983604431152,0.5931808352470398,0.15666015641410053
d:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00020_98.png,0,0.3408236801624298,0.3408236801624298,0.2996778190135956,0.8459872007369995,4.1219940185546875,0.5986900329589844,0.17824988229967526
d:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00020_99.png,0,0.3608386218547821,0.3608386218547821,0.2498839646577835,0.8044642210006714,3.506558895111084,0.5688565373420715,0.16275049994041668
d:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00021_96.png,0,0.37670740485191345,0.37670740485191345,0.23233895003795624,0.9073343276977539,3.844118356704712,0.6915547847747803,0.21008438460068068
d:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00021_97.png,0,0.3729865550994873,0.3729865550994873,0.1529645174741745,0.9218851327896118,2.240696668624878,0.8553536534309387,0.20227255443694186
d:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00021_98.png,0,0.3631899952888489,0.3631899952888489,0.16145730018615723,0.9092429280281067,2.453322649002075,0.7618966102600098,0.1808350863546141
d:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00021_99.png,0,0.34248343110084534,0.34248343110084534,0.15958715975284576,1.142999529838562,2.624351739883423,0.9935474395751953,0.23265073165065386
d:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00026_95.png,0,0.31200727820396423,0.31200727820396423,0.26091915369033813,0.8221576809883118,3.6526975631713867,0.6180909276008606,0.15576975090060646
d:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00026_96.png,0,0.31786486506462097,0.31786486506462097,0.2679036259651184,0.9803982377052307,3.9210598468780518,0.69551682472229,0.1852536925518953
d:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00026_97.png,0,0.3434724807739258,0.3434724807739258,0.24549053609371185,0.9336270689964294,3.2785346508026123,0.6255043745040894,0.16179403756636945
d:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00026_98.png,0,0.34173712134361267,0.34173712134361267,0.2747562527656555,0.8321280479431152,3.7170472145080566,0.5038741230964661,0.1437968732545817
d:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00026_99.png,0,0.3312489688396454,0.3312489688396454,0.26692983508110046,0.7452212572097778,3.488210916519165,0.5504165887832642,0.143616219694602
d:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00028_98.png,0,0.3502565920352936,0.3502565920352936,0.298790842294693,0.6543383598327637,4.762426376342773,0.5344639420509338,0.18544717995029236
d:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00028_99.png,0,0.33772891759872437,0.33772891759872437,0.28227856755256653,0.6729278564453125,4.434535026550293,0.5480799674987793,0.1733769507134279
d:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00056_97.png,0,0.35491833090782166,0.35491833090782166,0.28289157152175903,0.817482590675354,4.061161518096924,0.693639874458313,0.2064701558703128
d:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00056_98.png,0,0.35902565717697144,0.35902565717697144,0.279028058052063,0.8489879965782166,4.081444263458252,0.6930477023124695,0.20886471620855354
d:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00056_99.png,0,0.3711262047290802,0.3711262047290802,0.2828754186630249,0.7077354788780212,4.249072551727295,0.5997277498245239,0.19659107660099903
d:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00066_60.png,0,0.430063933134079,0.430063933134079,0.36110302805900574,0.8950411081314087,4.681868553161621,0.7018254995346069,0.2621268364495793
d:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00066_61.png,0,0.40992242097854614,0.40992242097854614,0.3937320113182068,0.9097740054130554,5.349947452545166,0.8564426302909851,0.30965142803040496
d:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00066_62.png,0,0.4026317596435547,0.4026317596435547,0.3535689413547516,0.8144488334655762,4.519608020782471,0.8382683992385864,0.2778195024394977
d:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00066_63.png,0,0.3737275302410126,0.3737275302410126,0.3576093912124634,0.8914257884025574,4.750355243682861,0.715445876121521,0.2406120640073808
d:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00066_64.png,0,0.37150439620018005,0.37150439620018005,0.30409911274909973,0.8237724304199219,3.8478939533233643,0.590623140335083,0.18298940080559556
d:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00072_96.png,0,0.3631686568260193,0.3631686568260193,0.24578499794006348,0.6925162076950073,3.9667224884033203,0.786011278629303,0.2303084539709015
d:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00072_97.png,0,0.3789995610713959,0.3789995610713959,0.2319474071264267,0.7394981980323792,3.7707643508911133,0.6593159437179565,0.20116572144207542
d:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00072_98.png,0,0.35027459263801575,0.35027459263801575,0.22719015181064606,0.9119046926498413,3.7253994941711426,0.7863654494285583,0.2173074610396175
d:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00072_99.png,0,0.335422545671463,0.335422545671463,0.23747774958610535,0.9206750392913818,3.8457272052764893,0.8448279500007629,0.22802282069531604
d:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00078_60.png,0,0.3400154411792755,0.3400154411792755,0.26615822315216064,0.45356857776641846,3.48146653175354,0.5550053715705872,0.1487201771725128
d:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00078_61.png,0,0.31149622797966003,0.31149622797966003,0.2326517254114151,0.6081712245941162,3.0341410636901855,0.5348017811775208,0.11731179913721097
d:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00078_62.png,0,0.33826500177383423,0.33826500177383423,0.2346174418926239,0.7730836868286133,3.0730292797088623,0.5279930233955383,0.12950892975730188
d:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00078_63.png,0,0.3327619135379791,0.3327619135379791,0.22913727164268494,0.744969367980957,3.0599100589752197,0.5369680523872375,0.12870971150438212
d:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00078_64.png,0,0.32077065110206604,0.32077065110206604,0.22324123978614807,0.7571315169334412,2.9922091960906982,0.5772039890289307,0.13090803069741397
d:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00078_65.png,0,0.3443397283554077,0.3443397283554077,0.2301274985074997,0.6034607887268066,2.970258951187134,0.4854649603366852,0.11902359938583604
d:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00085_60.png,0,0.39689263701438904,0.39689263701438904,0.2063816487789154,0.6037980318069458,2.58967661857605,0.5749378800392151,0.15500660009480996
d:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00085_61.png,0,0.39219141006469727,0.39219141006469727,0.19931702315807343,0.5882478356361389,2.4924492835998535,0.5465603470802307,0.1430167299230398
d:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00085_62.png,0,0.368799090385437,0.368799090385437,0.20863758027553558,0.631029486656189,2.6007895469665527,0.5809811949729919,0.14343088689318917
d:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00085_63.png,0,0.37661629915237427,0.37661629915237427,0.20126333832740784,0.590501070022583,2.5527641773223877,0.5021780133247375,0.12646476428108155
d:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00085_64.png,0,0.39030152559280396,0.39030152559280396,0.19478535652160645,0.5371592044830322,2.4741005897521973,0.4754962921142578,0.12417919922897523
d:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00089_60.png,0,0.34065911173820496,0.34065911173820496,0.2555021047592163,0.44948816299438477,3.6758241653442383,0.4357832372188568,0.12541564254079113
d:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00089_61.png,0,0.31504619121551514,0.31504619121551514,0.24193580448627472,0.49535560607910156,3.3996362686157227,0.47319522500038147,0.11443341662778911
d:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00118_62.png,0,0.405907541513443,0.405907541513443,0.17768369615077972,1.0121434926986694,2.4910030364990234,1.1259666681289673,0.2914495823223138
d:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00118_63.png,0,0.39863163232803345,0.39863163232803345,0.19469423592090607,1.0366865396499634,2.8473870754241943,1.0142613649368286,0.27088106546729906
d:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00118_64.png,0,0.37767651677131653,0.37767651677131653,0.19565454125404358,1.0192103385925293,3.0072686672210693,1.000664472579956,0.2621762401111348
d:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00118_65.png,0,0.3883814811706543,0.3883814811706543,0.18401683866977692,1.0683603286743164,2.88716983795166,1.03093421459198,0.2712306760922611
d:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00118_68.png,0,0.38372689485549927,0.38372689485549927,0.18279029428958893,1.0114326477050781,2.781970500946045,1.090272307395935,0.2805221773659552
d:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00139_95.png,0,0.32724472880363464,0.32724472880363464,0.15291811525821686,0.7035584449768066,2.4434242248535156,0.42697736620903015,0.0813864250882283
d:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00139_96.png,0,0.3349825143814087,0.3349825143814087,0.1690201759338379,0.8412001132965088,2.765148401260376,0.46002739667892456,0.10243078901588937
d:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00139_97.png,0,0.30526506900787354,0.30526506900787354,0.16830448806285858,0.7992184162139893,2.7565982341766357,0.49710404872894287,0.09711831480898053
d:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00139_98.png,0,0.3054852783679962,0.3054852783679962,0.17527921497821808,0.7860289216041565,2.8979995250701904,0.4942980706691742,0.10060717002333086
d:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00139_99.png,0,0.3064134418964386,0.3064134418964386,0.2090732604265213,0.8238036632537842,3.518388032913208,0.493155837059021,0.11863234602796478
d:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00140_60.png,0,0.35904279351234436,0.35904279351234436,0.21053293347358704,1.147944688796997,3.311107873916626,0.783776044845581,0.20891906052087167
d:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00140_61.png,0,0.3323259949684143,0.3323259949684143,0.18832917511463165,1.092065691947937,2.9662609100341797,0.7756395936012268,0.18427579411707468
d:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00146_60.png,0,0.40449827909469604,0.40449827909469604,0.31377241015434265,0.9078236818313599,4.632933139801025,0.9226939082145691,0.3026539085811386
d:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00146_61.png,0,0.40734991431236267,0.40734991431236267,0.29867932200431824,0.9068543314933777,4.265552520751953,0.8697593212127686,0.2804655388301593
d:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00146_62.png,0,0.42489922046661377,0.42489922046661377,0.19742657244205475,1.0397207736968994,2.817136764526367,1.1100369691848755,0.3059801057043818
d:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00146_63.png,0,0.42197978496551514,0.42197978496551514,0.18699806928634644,1.0455615520477295,2.873323678970337,1.0254584550857544,0.2854877133012162
d:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00166_60.png,0,0.3492514491081238,0.3492514491081238,0.22992323338985443,1.0265607833862305,3.9311368465423584,1.1342930793762207,0.3079800140400801
d:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00166_61.png,0,0.3700137734413147,0.3700137734413147,0.24590903520584106,1.0836765766143799,4.262912273406982,1.1727343797683716,0.33683592782144467
d:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00166_62.png,0,0.3742772936820984,0.3742772936820984,0.25656571984291077,1.1534286737442017,4.492012977600098,1.1769318580627441,0.34649080512740754
d:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00166_63.png,0,0.3449976444244385,0.3449976444244385,0.2606445252895355,1.1890480518341064,4.609248638153076,1.2322502136230469,0.34947745653026824
d:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00166_64.png,0,0.34197893738746643,0.34197893738746643,0.2556063234806061,1.1878235340118408,4.43260383605957,1.1238073110580444,0.3163874548205632
d:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00166_65.png,0,0.36919841170310974,0.36919841170310974,0.28140920400619507,1.1221458911895752,4.8839569091796875,1.198352336883545,0.3606056020959572
d:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00186_60.png,0,0.4227519929409027,0.4227519929409027,0.34180140495300293,0.416304349899292,4.249454021453857,0.3769250810146332,0.16660013756838254
d:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00186_61.png,0,0.44842129945755005,0.44842129945755005,0.3383067846298218,0.4809562563896179,4.241982936859131,0.36355236172676086,0.17533088881404285
d:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00186_62.png,0,0.43597111105918884,0.43597111105918884,0.3267101049423218,0.6309101581573486,4.133787631988525,0.36178258061408997,0.1658541044126824
d:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00186_63.png,0,0.4433688223361969,0.4433688223361969,0.3070458471775055,0.6740657687187195,3.928227424621582,0.38778239488601685,0.1698270822948978
d:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00204_60.png,0,0.4050665497779846,0.4050665497779846,0.20271170139312744,0.6042953729629517,2.491837739944458,0.6834100484848022,0.18265501178072202
d:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00204_61.png,0,0.40237998962402344,0.40237998962402344,0.2036830633878708,0.6329960227012634,2.4915168285369873,0.49824780225753784,0.1360052945715345
d:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00204_62.png,0,0.4240685701370239,0.4240685701370239,0.21342280507087708,0.6659245491027832,2.59450626373291,0.5424137115478516,0.1601171308757044
d:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00204_63.png,0,0.4121127724647522,0.4121127724647522,0.21475595235824585,0.5779625177383423,2.6232974529266357,0.45921406149864197,0.13487123250053773
d:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00204_64.png,0,0.4316643178462982,0.4316643178462982,0.21903283894062042,0.644036054611206,2.7535457611083984,0.4722585678100586,0.15112626829822673
d:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00210_97.png,0,0.3126474916934967,0.3126474916934967,0.17049533128738403,0.7072157859802246,2.5000431537628174,0.6195485591888428,0.1232428650797152
d:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00210_98.png,0,0.3285330832004547,0.3285330832004547,0.16945266723632812,0.778263509273529,2.4545538425445557,0.7057158946990967,0.15060609068271977
d:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00210_99.png,0,0.30738145112991333,0.30738145112991333,0.17441439628601074,0.7492311000823975,2.4807276725769043,0.5448892116546631,0.10188922654833697
d:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00219_60.png,0,0.34274062514305115,0.34274062514305115,0.1897653043270111,1.1757819652557373,2.648577928543091,0.9729984998703003,0.2284366331582623
d:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00219_61.png,0,0.3395037055015564,0.3395037055015564,0.1885877102613449,1.1330124139785767,2.637848138809204,0.9240732789039612,0.2146007166306952
d:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00219_98.png,0,0.27553483843803406,0.27553483843803406,0.16971731185913086,0.7598190903663635,2.620185375213623,0.668679416179657,0.12106785201662643
d:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00219_99.png,0,0.2916821241378784,0.2916821241378784,0.17526191473007202,0.773963451385498,2.7319767475128174,0.6494154334068298,0.12725559686685933
d:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00230_60.png,0,0.34683719277381897,0.34683719277381897,0.2247738093137741,0.8317819237709045,3.1530919075012207,0.6820922493934631,0.1736471423568449
d:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00230_61.png,0,0.3449307680130005,0.3449307680130005,0.19778992235660553,0.8548458218574524,2.8413329124450684,0.6066848039627075,0.14528941497197967
d:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00230_62.png,0,0.3099830746650696,0.3099830746650696,0.18648582696914673,1.0236622095108032,2.606156826019287,0.7085939645767212,0.14684410181472954
d:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00231_60.png,0,0.3856014311313629,0.3856014311313629,0.1931876689195633,0.9238542318344116,2.765547752380371,0.699579656124115,0.1852293646932431
d:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00231_61.png,0,0.43475303053855896,0.43475303053855896,0.19629299640655518,0.7382840514183044,2.7638356685638428,0.6427804231643677,0.1946678786890878
d:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00231_62.png,0,0.3588298261165619,0.3588298261165619,0.18506549298763275,0.7435534596443176,2.5625553131103516,0.6452445983886719,0.15332666920041305
d:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00249_96.png,0,0.37361589074134827,0.37361589074134827,0.14722669124603271,0.49865782260894775,2.267714738845825,0.7387287616729736,0.1747792010995084
d:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00249_97.png,0,0.3514344096183777,0.3514344096183777,0.1544266939163208,0.5860358476638794,2.3117427825927734,0.8520788550376892,0.19325431430112655
d:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00249_98.png,0,0.32579919695854187,0.32579919695854187,0.143745556473732,0.6952880620956421,2.106031656265259,0.8326377868652344,0.17036279138137173
d:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00249_99.png,0,0.32843151688575745,0.32843151688575745,0.14598439633846283,0.6703494787216187,2.1590068340301514,0.9015420079231262,0.1900217119671166
d:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00254_95.png,0,0.2955934405326843,0.2955934405326843,0.16753925383090973,0.5856949687004089,2.5287258625030518,0.4238486588001251,0.06800592998592835
d:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00254_96.png,0,0.2707095146179199,0.2707095146179199,0.16746440529823303,0.6053008437156677,2.5342612266540527,0.46405088901519775,0.0661661201460568
d:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00254_97.png,0,0.3111655116081238,0.3111655116081238,0.17104797065258026,0.6489495038986206,2.6783692836761475,0.517673909664154,0.10271445529507721
d:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00254_98.png,0,0.331566721200943,0.331566721200943,0.19215905666351318,0.618746280670166,3.0994949340820312,0.46222490072250366,0.11096973688266151
d:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00254_99.png,0,0.3238276541233063,0.3238276541233063,0.19259779155254364,0.6881338953971863,3.1042375564575195,0.5809420943260193,0.13650500337561786
d:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00261_98.png,0,0.3486248254776001,0.3486248254776001,0.20882338285446167,0.666729748249054,2.8965137004852295,0.646473228931427,0.1583845367674867
d:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00261_99.png,0,0.38088518381118774,0.38088518381118774,0.20846080780029297,0.739665687084198,2.988135576248169,0.7599825859069824,0.20419046930965348
d:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00269_60.png,0,0.46407419443130493,0.46407419443130493,0.33248576521873474,1.0634032487869263,4.096868515014648,1.0270212888717651,0.34114298547470845
d:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00269_61.png,0,0.45632028579711914,0.45632028579711914,0.3120204508304596,0.9638334512710571,3.8759841918945312,0.9700836539268494,0.3171424428934517
d:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00273_98.png,0,0.36396026611328125,0.36396026611328125,0.21808035671710968,0.7242567539215088,3.2339119911193848,0.46226611733436584,0.1302737062838549
d:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00273_99.png,0,0.34203141927719116,0.34203141927719116,0.21061785519123077,0.7824776768684387,3.126854419708252,0.5484018325805664,0.1378518234289322
d:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00283_60.png,0,0.34201717376708984,0.34201717376708984,0.23587867617607117,0.9331295490264893,3.383458137512207,0.826848566532135,0.21344782365624798
d:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00283_61.png,0,0.30267098546028137,0.30267098546028137,0.24260751903057098,0.9612939357757568,3.4987170696258545,0.9575923085212708,0.2300623969118649
d:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00283_62.png,0,0.3216296136379242,0.3216296136379242,0.21993735432624817,1.0158042907714844,3.163357734680176,1.0339275598526,0.24813377552130617
d:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00283_63.png,0,0.36612242460250854,0.36612242460250854,0.23053795099258423,0.9533318281173706,3.2519006729125977,1.044044017791748,0.27434595082427105
d:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00283_64.png,0,0.36135637760162354,0.36135637760162354,0.2247907668352127,0.8451409339904785,3.2108371257781982,0.9804937243461609,0.25532568704016484
d:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00291_62.png,0,0.4067698121070862,0.4067698121070862,0.267524391412735,0.6612614393234253,4.087784290313721,0.41586369276046753,0.16387475821553293
d:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00291_63.png,0,0.3609796166419983,0.3609796166419983,0.2813575267791748,0.6388132572174072,4.259787559509277,0.41078341007232666,0.14578063151547332
d:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00291_64.png,0,0.37982237339019775,0.37982237339019775,0.2814502716064453,0.6316962838172913,4.164374351501465,0.47501829266548157,0.16774133114365586
d:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00291_65.png,0,0.37617436051368713,0.37617436051368713,0.2868947684764862,0.6157733201980591,4.257889747619629,0.5695286989212036,0.1918503252481405
d:\Documents\FMI\Disertatie\medical-ad\data\BraTS2021_slice\test\good\img\00291_66.png,0,0.3684469759464264,0.3684469759464264,0.303989976644516,0.7046265602111816,4.6079816818237305,0.453717976808548,0.1698799246680926
